,percents,count_won,starting_player
98,"[0.5521097561739413, 0.453408374231263, 0.6946091529880816, 0.44711261157040955, 0.5687347951066669, 0.429027230160678, 0.6203574309917593, 0.4002191500737355]",4,Democrat
99,"[0.544711644965171, 0.4510871657959928, 0.5234032795166469, 0.458007962517282, 0.5822757001160799, 0.39373560771566285, 0.6855161578676491, 0.5008230723645223]",5,Democrat
100,"[0.4456532630020718, 0.6971626476219158, 0.4693230901643264, 0.6534826672278745, 0.4298382636284622, 0.558974358974359, 0.39026819400317714, 0.5052864511192898]",4,Republican
101,"[0.5456031291471677, 0.45496405537002577, 0.5898514217402442, 0.4305356942806118, 0.6297215899947123, 0.47894628551273216, 0.6691740581007405, 0.3726194000040233]",4,Democrat
102,"[0.5802709134175361, 0.44934453277336134, 0.6164800173964369, 0.4499971234000805, 0.6788238078600651, 0.44460338443528075, 0.4609841144372482, 0.4781868407023892]",3,Democrat
103,"[0.5316910011820565, 0.4467347494200438, 0.6889226683056391, 0.4635820410866015, 0.7068553703256851, 0.4468687796662073, 0.38586626665534557, 0.49435057665772825]",3,Democrat
104,"[0.5355469268859255, 0.44760462045990507, 0.555530350461707, 0.45872728132536766, 0.5703412506277122, 0.43942807174004944, 0.6680894655967219, 0.49377245780116497]",4,Democrat
105,"[0.5219081988767895, 0.437554735851698, 0.6856063480541762, 0.45915158403545125, 0.6983784480121094, 0.44207848424425955, 0.4207243117487398, 0.4805298013245033]",3,Democrat
106,"[0.5423439506938363, 0.4465122467257694, 0.6254405880360749, 0.44506589929887597, 0.7006660993573756, 0.4591475227467377, 0.40675011218978313, 0.5051340764895383]",4,Democrat
107,"[0.6959894546232112, 0.443054180731507, 0.5215893006633293, 0.4505543420546425, 0.6868963585836463, 0.4463170428719452, 0.4222699746044149, 0.4973130384194421]",3,Democrat
108,"[0.6383221169552434, 0.4490837737759914, 0.5167734662935516, 0.45313174105274767, 0.5181239882807797, 0.4807463152595727, 0.5668301233530592, 0.5250387719575882]",5,Democrat
109,"[0.5189741790801689, 0.45520878100502227, 0.5366047806685802, 0.46203622400167754, 0.6366550166814448, 0.4320622026960823, 0.6811799636050186, 0.432094793181326]",4,Democrat
110,"[0.6022480172277955, 0.45356269208033, 0.522931079504325, 0.43284302907603395, 0.5187785552491191, 0.4253041087990171, 0.7097297808267276, 0.47589343729694605]",4,Democrat
111,"[0.46037236069822396, 0.5110278996153479, 0.44715836629529165, 0.5211721068753676, 0.443781687198654, 0.634674784135157, 0.6267733135354908, 0.5261483340642116]",5,Republican
112,"[0.5579546299980268, 0.4514668002974775, 0.6223240064282347, 0.44961270072852577, 0.6946823509036837, 0.45517885566686045, 0.42041716746032953, 0.4982109315061245]",3,Democrat
113,"[0.4372354885048216, 0.5332161780759912, 0.45323284209456927, 0.5468311311591021, 0.458193883346543, 0.5742532935135487, 0.4474545277957326, 0.6858864234473729]",4,Republican
114,"[0.42826478667992635, 0.5879054945179348, 0.47900505657628856, 0.5230495554450791, 0.4819508274292974, 0.6152982137356603, 0.396333353485279, 0.648507257332452]",4,Republican
115,"[0.6966225379055312, 0.453807569832492, 0.543965155179655, 0.4556524717950044, 0.5854236484885413, 0.4044331804147552, 0.4929841817265014, 0.5029105225057269]",4,Democrat
116,"[0.6952727672377079, 0.45184905152611227, 0.7390325321223695, 0.4612534487043067, 0.38778022440082327, 0.47633167156078304, 0.48761922081464715, 0.49337100774627546]",2,Democrat
117,"[0.6258800298634515, 0.43618998031207795, 0.6742383391749798, 0.4301315621407587, 0.4699886477002993, 0.509106782862676, 0.49572655331448995, 0.4970195379415714]",3,Democrat
118,"[0.5522385403392871, 0.4623334646150503, 0.6181647706671501, 0.45652376589349153, 0.5320320909580194, 0.46105180917657296, 0.5937275690523615, 0.475804042293404]",4,Democrat
119,"[0.5823452397683312, 0.44535045052732714, 0.5796421450431234, 0.47535799310663396, 0.5225445084049007, 0.47989244348154936, 0.5906187944494987, 0.4952628366845405]",4,Democrat
120,"[0.46324400996230836, 0.6935127155533686, 0.46720208867595703, 0.6485912934634435, 0.43816661407384033, 0.4701890374120066, 0.4799397201841599, 0.4913071100964007]",2,Republican
121,"[0.4408168458553343, 0.5568502131980327, 0.47353385062355985, 0.5786080228627192, 0.4678720398836726, 0.5735145207791295, 0.4093450490941981, 0.6611645878524945]",4,Republican
122,"[0.5777373489570741, 0.44540955491003903, 0.6299517435044576, 0.457156069958187, 0.641788290612602, 0.4549315305945571, 0.46301594567788207, 0.5006662280252208]",4,Democrat
123,"[0.4509176752439541, 0.5186112507607229, 0.45963413437027983, 0.5393635245740667, 0.39481632653061227, 0.5991082988694018, 0.6895311033235423, 0.4954816782716426]",4,Republican
124,"[0.5262633024139014, 0.44899319165140206, 0.5108723359630867, 0.4329699745698437, 0.697300953656032, 0.43912601723734523, 0.7111691091001923, 0.39635474898215645]",4,Democrat
125,"[0.5343612068849863, 0.4446248339236509, 0.5713460137189377, 0.4534127362235985, 0.6043987693918963, 0.4352760690059711, 0.6260288301058552, 0.49457829555064337]",4,Democrat
126,"[0.6801655564551253, 0.45471868679314, 0.5360760977134226, 0.43598032598410447, 0.6585730090390023, 0.4638552810510158, 0.4151520803760832, 0.5062344054062402]",4,Democrat
127,"[0.5661607930503432, 0.4438525408553043, 0.6175943587075892, 0.47368553538277586, 0.6124473933777248, 0.47417494351573514, 0.4793133706605544, 0.49331387722980063]",3,Democrat
128,"[0.5655338497205399, 0.4751122213731144, 0.5557552649490191, 0.4779505808204006, 0.6530183610628889, 0.42030090670991077, 0.661696375656579, 0.3559703479732341]",4,Democrat
129,"[0.45629541386057443, 0.5124780155476663, 0.4450867240373681, 0.5247807281028475, 0.4678692771319595, 0.6048223124371025, 0.4371977048948077, 0.704241917931694]",4,Republican
130,"[0.45891722764767234, 0.5333584524896703, 0.4474272788501862, 0.611003099659591, 0.4041957313597792, 0.5158180588388929, 0.6901736680497012, 0.4997764982953825]",4,Republican
131,"[0.5164415180206099, 0.45298386413621516, 0.6910868374661803, 0.45687520953142324, 0.7002976903091619, 0.44194191651372067, 0.42585007040795797, 0.48181923772545504]",3,Democrat
132,"[0.5188355303931257, 0.4596229077353808, 0.5628197895620687, 0.4542411898415924, 0.6573477561181391, 0.45811765794710085, 0.5421061691807617, 0.48657602864428984]",4,Democrat
133,"[0.5230505763931073, 0.4396772665632847, 0.5140775209501991, 0.4462431542243386, 0.5977521346892715, 0.43828940919202203, 0.6972916212088152, 0.48297584923066783]",4,Democrat
134,"[0.5418319425716156, 0.44432855196109455, 0.5331398093213752, 0.47690435025806616, 0.6179467475406374, 0.43695991193468486, 0.6193744418126044, 0.49428023734647425]",4,Democrat
135,"[0.7020230723441621, 0.4603337367046685, 0.673442516184523, 0.45252118569569955, 0.43585838520284287, 0.43762379421221864, 0.4948533947035065, 0.498661229947409]",2,Democrat
136,"[0.460988893940791, 0.5341296209146654, 0.45494351989899395, 0.5136173487954193, 0.4748215075503886, 0.654704374153058, 0.3795177218521032, 0.7071709685663174]",4,Republican
137,"[0.46167951882538283, 0.5546447257281406, 0.43326598601540334, 0.5569561049394797, 0.46597044844644187, 0.6971714082445395, 0.48058054979613296, 0.4856032800978739]",3,Republican
138,"[0.5398129751967481, 0.457204165351846, 0.5285367599016833, 0.4531361537343887, 0.645960332148648, 0.45786616985357914, 0.6690033181205621, 0.4125616904932922]",4,Democrat
139,"[0.7017140814028572, 0.45226321795359453, 0.7023200094973253, 0.44862382729495515, 0.40912700122489426, 0.4566244280409558, 0.48515268186990473, 0.5025059264003804]",3,Democrat
140,"[0.4461494885916601, 0.5596041948269497, 0.45978550990262396, 0.5751811033372547, 0.5597327700935569, 0.5829397533220223, 0.4802449099048164, 0.49343671090541086]",4,Republican
141,"[0.4555753845562344, 0.5207895284086971, 0.453365356376001, 0.6353665909694164, 0.4802269280906648, 0.5265411528482524, 0.4221568360408069, 0.66670207442898]",4,Republican
142,"[0.7095103028888922, 0.4510926545822017, 0.5263675431568213, 0.4493746258782017, 0.6878288175720111, 0.45236538612411414, 0.4173631520940485, 0.4826232373437344]",3,Democrat
143,"[0.45437423039058966, 0.5443561936310732, 0.4490300975505121, 0.6236832212762172, 0.45816103176227896, 0.7273278125631185, 0.43011673985220095, 0.5027737390665001]",4,Republican
144,"[0.6380797243775249, 0.44512960985599626, 0.5233039910886517, 0.47196762056330005, 0.6861538294245737, 0.48207133926033063, 0.40611397882771677, 0.5053740472838487]",4,Democrat
145,"[0.5259956905539723, 0.45083173384516956, 0.55624343832021, 0.45058513157004665, 0.5552144902325522, 0.6338885765851061, 0.49160455586745394, 0.4940822191022293]",4,Democrat
146,"[0.5263522351311841, 0.4624954554442184, 0.6669949834606003, 0.4502161266209497, 0.6441716012976301, 0.458997945294963, 0.46638815164323866, 0.48206006487613806]",3,Democrat
