,percents,count_won,starting_player
389,"[0.6832834300698164, 0.4477178688486483, 0.573531260212675, 0.4512080126408074, 0.6568098224815604, 0.4642747858017136, 0.42996411268029533, 0.46612499197122487]",3,Democrat
390,"[0.5633704137950757, 0.44844434097096925, 0.5848520240639944, 0.44101739559538167, 0.7147237787663615, 0.4627283827859056, 0.4219127183225257, 0.5017792436750652]",4,Democrat
391,"[0.58141411654476, 0.4333918061752406, 0.604587482574021, 0.47065956712581475, 0.6841105325233104, 0.4549633823619915, 0.42665063204152126, 0.5040693848028515]",4,Democrat
392,"[0.45989990117632057, 0.6274945712211053, 0.45300548367831217, 0.6979424026646807, 0.443673523381176, 0.5157951804491019, 0.4720595951913496, 0.47908098919778475]",3,Republican
393,"[0.6424836161632612, 0.46916413878474694, 0.5287584932710073, 0.4698248626929994, 0.6944122212237562, 0.458308037062348, 0.399880652644948, 0.49088835973199196]",3,Democrat
394,"[0.441992914337465, 0.5110351734716626, 0.4505367189195506, 0.6488065542900104, 0.47255169484435233, 0.7102325342807853, 0.4253223902443128, 0.49434151653917313]",3,Republican
395,"[0.7005350634440106, 0.4655353388400221, 0.6940257750604657, 0.4504261489558401, 0.5319993766355201, 0.46254258597640063, 0.42501462036044757, 0.4300594195606901]",3,Democrat
396,"[0.6914525968402446, 0.447551092261626, 0.7499309883915211, 0.4575385810329021, 0.39338425867008514, 0.44035652361147315, 0.4971753798375072, 0.5020708917638944]",3,Democrat
397,"[0.688140035502572, 0.452304517312543, 0.5264873915503275, 0.43515925575528225, 0.5312165792026264, 0.4775244997172788, 0.6636693641415926, 0.4129588854762223]",4,Democrat
398,"[0.4578524149013506, 0.6111432897397596, 0.4420511265192604, 0.5145983739495651, 0.4016222902810522, 0.5122156722463002, 0.6981931601581576, 0.4982738780207135]",4,Republican
399,"[0.4505390283459883, 0.5240928091854409, 0.44590242346938774, 0.662498827062025, 0.46284960061898367, 0.6780271344407784, 0.4637810847045261, 0.49394671525137307]",3,Republican
400,"[0.46191328304024304, 0.5123833371272479, 0.44465628842982297, 0.5489498165029822, 0.4515588372842856, 0.5535917920356126, 0.6839558521618008, 0.4975429735552359]",4,Republican
401,"[0.6402707131457251, 0.45625421200729493, 0.5226673669983634, 0.4464906358196942, 0.7033169255480121, 0.42459976526163423, 0.4752306451715314, 0.48038327724099206]",3,Democrat
402,"[0.5805367407461648, 0.45924335994376664, 0.6555806087936866, 0.4217526446219254, 0.5131313261847916, 0.41310984807346535, 0.6745305581274353, 0.448160877337651]",4,Democrat
403,"[0.5508964103656183, 0.4537046261129444, 0.6280630075467238, 0.43030087177007226, 0.7085508699174712, 0.4811266304975182, 0.39562928466055364, 0.5082154372573534]",4,Democrat
404,"[0.5222167953060031, 0.44456191136842665, 0.7049639832424124, 0.45152894221676854, 0.7166918489646061, 0.4551860323520216, 0.4313397324994285, 0.444554314688739]",3,Democrat
405,"[0.6784208244387802, 0.443359553346639, 0.6917350632719904, 0.4667513235657229, 0.39774169415342303, 0.4636903615617929, 0.5218565566400183, 0.5046174442559773]",4,Democrat
406,"[0.5173847187191578, 0.4550186443764918, 0.5231922059389195, 0.44197854626455396, 0.5997457339420939, 0.6268228210208315, 0.5240915969600718, 0.4605721109912478]",5,Democrat
407,"[0.45755420807009745, 0.5147880122709038, 0.44382166233493964, 0.6902372337464595, 0.43882723499455417, 0.714549297068823, 0.4348575547685461, 0.4806260634688222]",3,Republican
408,"[0.5665716051724876, 0.4593106355510766, 0.5993782652807013, 0.46270819855133133, 0.6090638760221879, 0.47699399153612376, 0.626695022793057, 0.37762070064718767]",4,Democrat
409,"[0.44282941433926837, 0.5132754904741875, 0.4458421751235931, 0.6838369864395544, 0.43351434140907824, 0.697754234126688, 0.47326415577760694, 0.4775595888337567]",3,Republican
410,"[0.4592923361292228, 0.5139195030957817, 0.4477263835806073, 0.6757826794595216, 0.456340689405924, 0.7119832787661559, 0.4543970430669938, 0.43247378842257694]",3,Republican
411,"[0.6035695276491172, 0.441836219609965, 0.5165004933271018, 0.453723157781149, 0.6044320034489354, 0.47542770990785793, 0.6063196594162789, 0.45844220725153284]",4,Democrat
412,"[0.5256684945926215, 0.44950792221537683, 0.6374894801375541, 0.4410168132469549, 0.5136399392701411, 0.47839452506012003, 0.5161080645344415, 0.6013588330163927]",5,Democrat
413,"[0.5690987660213459, 0.45858828351436015, 0.650853955426162, 0.47364669791334796, 0.678672288847917, 0.47422885509296686, 0.39738225575197106, 0.45797666460112785]",3,Democrat
414,"[0.448488563778257, 0.5287647070887997, 0.45295909681465885, 0.6324370038396484, 0.45292034385411634, 0.7009457367233114, 0.4153106776329198, 0.49474820072663916]",3,Republican
415,"[0.546295299889223, 0.4626474860477562, 0.5697073307166045, 0.4508228077910626, 0.5381716692029176, 0.43742788967867485, 0.6670814222277148, 0.47548338922657724]",4,Democrat
416,"[0.4332741903802001, 0.5205830657957332, 0.44222637486374144, 0.6519330338255737, 0.4658257411982705, 0.6854542523515147, 0.4835046841865085, 0.4877094788134198]",3,Republican
417,"[0.5489421414164661, 0.4591067385563242, 0.5124143720617864, 0.4352666666666667, 0.6885128311875354, 0.46446418176264115, 0.5750112915906924, 0.4677134104109554]",4,Democrat
418,"[0.4683924210849304, 0.5606510292005744, 0.4640458602748196, 0.614835356913653, 0.4288181507079326, 0.6383026795891251, 0.4787815896705454, 0.4971873167794381]",3,Republican
419,"[0.5181869437773147, 0.4622346479133659, 0.5242966495336635, 0.4495939313089576, 0.6525529474773363, 0.4482768510657825, 0.6857295621796007, 0.43705350363336165]",4,Democrat
420,"[0.5221615316310114, 0.453148868156924, 0.5233648022197408, 0.4424093895046542, 0.6298240216779936, 0.46813308747939886, 0.6902276371673746, 0.4066858177612181]",4,Democrat
421,"[0.5307026893217903, 0.4459279207920792, 0.5236655956719962, 0.4350174936491161, 0.604451318495605, 0.45015814298677165, 0.6822586280311385, 0.47764282560415444]",4,Democrat
422,"[0.4514931038846008, 0.5257575504894685, 0.4447417437359291, 0.6814067845913039, 0.47781614624556384, 0.6375471182389697, 0.4265666350269985, 0.4995989391293098]",3,Republican
423,"[0.4480386106185732, 0.5556997149432255, 0.450009597543029, 0.5156786898083453, 0.4489305022843005, 0.6879719229568636, 0.35607977005231645, 0.7201289507655151]",4,Republican
424,"[0.5590980818894025, 0.4416013578238815, 0.6435500001432792, 0.4666179828902149, 0.751092818305308, 0.45866711960717704, 0.3868227625739645, 0.49280870602460825]",3,Democrat
425,"[0.6255253401413928, 0.44451204944013506, 0.6902667691054198, 0.4664533964990651, 0.536776338008141, 0.4815825375170532, 0.3963199462275248, 0.5076593317995005]",4,Democrat
426,"[0.44032822454215637, 0.5194665833556892, 0.4521743185037098, 0.6573167571303108, 0.4238269138014194, 0.6996810091612449, 0.4775614747378018, 0.49053450833719847]",3,Republican
427,"[0.5312601417866853, 0.4491801800931694, 0.7032021884571578, 0.4495753008417861, 0.6622986755646263, 0.44329612697204107, 0.4276054824586472, 0.49463100102145047]",3,Democrat
428,"[0.5188502567526748, 0.447251471093897, 0.551263972806141, 0.4621703635047803, 0.6041888186244334, 0.4591875546765053, 0.6366910403929756, 0.5028167731359207]",5,Democrat
429,"[0.5110206589355656, 0.45172292738229053, 0.5163043478260869, 0.4525759423825289, 0.7094602712424999, 0.4856267554870622, 0.690089461417147, 0.36855346607465733]",4,Democrat
430,"[0.5446054444725668, 0.44996577817863154, 0.6351836865787726, 0.4386993079201957, 0.6975924131171597, 0.45957160872832886, 0.4227440433088514, 0.49599204027462374]",3,Democrat
431,"[0.5144849171940394, 0.44168510277056056, 0.5550727509901766, 0.43856142894721645, 0.6178276450939607, 0.4549322609312763, 0.7009481658563376, 0.41763508464531424]",4,Democrat
432,"[0.6887025350422599, 0.45171662229226106, 0.672628266151376, 0.44646714073611005, 0.526375761608945, 0.45909108190654824, 0.42426213812700614, 0.4933622738194804]",3,Democrat
433,"[0.44744323246730094, 0.7110044910748712, 0.45053042744906563, 0.6902224974376495, 0.46019313542600326, 0.4336200957547197, 0.46828142247930665, 0.4975980239614128]",2,Republican
434,"[0.5697320311037086, 0.4487343945847411, 0.5216939219207865, 0.44573904117667684, 0.5880830687619287, 0.4634380674521459, 0.632299323555962, 0.4938136542418796]",4,Democrat
435,"[0.5253390435403283, 0.4514055641977919, 0.6903004678391834, 0.4450890715450795, 0.6836351644342158, 0.4625849668686789, 0.4342977377306117, 0.47389809214190426]",3,Democrat
436,"[0.4525570147321117, 0.5129837090204036, 0.44805755668821245, 0.6860193810388718, 0.45002524784434544, 0.5289045767762361, 0.4620809460971821, 0.633275073904983]",4,Republican
437,"[0.5570975974065119, 0.46337878586735953, 0.6544876441866911, 0.43791073867242847, 0.6286962010201123, 0.4322473679847467, 0.47546981432873314, 0.49975122290427776]",3,Democrat
438,"[0.44175355061160826, 0.5255069805360236, 0.4438145716477539, 0.678925527766947, 0.4800755454506569, 0.6660547592079054, 0.41412753649387624, 0.5024496144919194]",4,Republican
439,"[0.5265636619020078, 0.45119488817891373, 0.5111789016622853, 0.4480686973428386, 0.5622389685854368, 0.361749125187658, 0.6345733235338392, 0.695888954397827]",5,Democrat
440,"[0.45654910495210055, 0.5589294523926985, 0.4498177740398094, 0.6364659269482952, 0.4599257708412638, 0.6135849510564126, 0.4871863028172524, 0.49068359897375957]",3,Republican
441,"[0.4512505236902871, 0.5508388387260357, 0.45851265007633396, 0.6246276145379285, 0.4388303523441699, 0.6761308707479934, 0.4800992811019807, 0.4845342447228335]",3,Republican
442,"[0.5649128548188658, 0.4544094215896347, 0.6274554681495547, 0.4580848233324634, 0.561874388770638, 0.34608570287123724, 0.6659530280498436, 0.4979565900374491]",4,Democrat
443,"[0.6923218151426301, 0.4476946982250047, 0.5207226979679018, 0.44301203077565576, 0.6169266516201624, 0.45378757661473257, 0.47343579428455035, 0.49830980379311474]",3,Democrat
444,"[0.5111240555774469, 0.45510946418199577, 0.5695973618424552, 0.4438541160213926, 0.534996249523505, 0.46745403906416655, 0.511390339743819, 0.6618529818400313]",5,Democrat
445,"[0.45154099288772515, 0.5503245527964374, 0.4272101193745592, 0.5921975049679841, 0.4741099756070341, 0.6859986199740041, 0.4769764930433472, 0.48149552949109464]",3,Republican
446,"[0.4410597568587627, 0.5729591501718188, 0.44159921763411525, 0.5151526373197237, 0.4470979561219214, 0.5397080778221226, 0.4740951119488525, 0.7138729195281294]",4,Republican
447,"[0.5358794260946923, 0.459835797688491, 0.6738549168655814, 0.43609329277498143, 0.7133285410810463, 0.4781471128504113, 0.3666721767639199, 0.5003220229822718]",4,Democrat
448,"[0.5333097703255262, 0.4463157827443359, 0.5821604351955789, 0.4607308370586064, 0.5905716442914961, 0.39198340995112896, 0.6738234394597067, 0.487387562584256]",4,Democrat
449,"[0.5518929011491941, 0.4639790529501906, 0.5266428917664981, 0.44346942457999755, 0.6589401477461179, 0.3987001899380129, 0.6450627173352131, 0.49095719606684507]",4,Democrat
450,"[0.4489470710354066, 0.7096718280563901, 0.44806988817034166, 0.7466475833975559, 0.46553659412014226, 0.3983936387176608, 0.46757145971369873, 0.4970603255247548]",2,Republican
451,"[0.5752975377046736, 0.4571993314906473, 0.563938854647402, 0.44363611858108326, 0.7106972575149706, 0.4615521929419115, 0.41811501638667387, 0.5020233583468059]",4,Democrat
452,"[0.524512124730039, 0.4517779274184585, 0.5168896079970524, 0.44786092744230854, 0.6696320170137662, 0.4402363962475967, 0.6987121881660936, 0.4284607311953922]",4,Democrat
453,"[0.5547626702374127, 0.4665301069505067, 0.6324363444963484, 0.43117953675519616, 0.5806335777773385, 0.4752594556818998, 0.515736700685303, 0.4880771863404282]",4,Democrat
454,"[0.45522395265083854, 0.5796288804540533, 0.4450271987522453, 0.567689356387841, 0.47178081229829333, 0.5411392732400776, 0.5881418394224744, 0.5165421876293782]",5,Republican
455,"[0.5101577485948839, 0.4434114885957117, 0.6860490203978715, 0.45538546538765634, 0.5939614058030748, 0.43157464159986086, 0.598450310500741, 0.42614695953482146]",4,Democrat
456,"[0.5364497495621773, 0.4310981261204632, 0.5543636880507913, 0.4682696072453256, 0.5720935926364616, 0.42919428958866956, 0.6725302905088366, 0.48180641026479454]",4,Democrat
457,"[0.4582036481767032, 0.5565651288887288, 0.4470669154688286, 0.5605506309056056, 0.43044891285056314, 0.5893104514179078, 0.6370298322096619, 0.4918018568002055]",4,Republican
458,"[0.5157380833541303, 0.4540465326990907, 0.564408886183369, 0.4757901382500354, 0.6219447552859415, 0.3739972543613524, 0.6636597532461214, 0.4999522971394733]",4,Democrat
459,"[0.45854857078139843, 0.5587271391708888, 0.4313396439153578, 0.5475360507223032, 0.447748796546626, 0.5123649884908221, 0.477044043518032, 0.7030835261338594]",4,Republican
460,"[0.6616829085327701, 0.4466837857902704, 0.6880292622293285, 0.4587851552573254, 0.45121610638852017, 0.46602031252400783, 0.48638691820697993, 0.49505309708480827]",2,Democrat
461,"[0.5251202122367766, 0.4534701267350634, 0.6862243149980951, 0.43756440555098647, 0.5627724293359518, 0.4805050227234031, 0.6138873119047771, 0.39961606051888793]",4,Democrat
462,"[0.4553283795037993, 0.5266000998176533, 0.4444927214385257, 0.5504400185270959, 0.4717752931551677, 0.6804323779478083, 0.3619180165573841, 0.6767836427711407]",4,Republican
463,"[0.5147413120137824, 0.44573654623120906, 0.6973147823096597, 0.44246699400206585, 0.713006975227441, 0.4602533387705169, 0.4312843170764595, 0.4625339250933938]",3,Democrat
464,"[0.45305146643575167, 0.539480188180313, 0.42897192647779125, 0.6203588337901819, 0.46115795210463884, 0.6844500737688946, 0.4745733855840354, 0.4827940830090533]",3,Republican
465,"[0.4336850536623808, 0.5230542392807064, 0.45791475039181934, 0.7128136737248925, 0.4496081611265326, 0.7669537821414674, 0.46219237946378733, 0.38454197690538755]",3,Republican
466,"[0.52108183709903, 0.45110087676091026, 0.6544281924177896, 0.4595965861972144, 0.7217001052187046, 0.45554797599549834, 0.4347817773316124, 0.4804121873855081]",3,Democrat
467,"[0.6788320777902441, 0.4622733844244572, 0.5225526753975992, 0.44798882356365327, 0.5113468666054609, 0.4105318312811108, 0.6539392856266798, 0.4696581096713132]",4,Democrat
468,"[0.4447831761881726, 0.5284879635256295, 0.47367409192279103, 0.6904485815259355, 0.4313736455324776, 0.6710196838749959, 0.43183837137569403, 0.4798652766639936]",3,Republican
469,"[0.6903530814533338, 0.43048459132808936, 0.7110816508378067, 0.45938464475484425, 0.5188556315936798, 0.4870922363318379, 0.4243651200921186, 0.45124058595205474]",3,Democrat
470,"[0.43800704117557016, 0.6996029141153809, 0.43584569732937684, 0.7149627969979075, 0.4578080624737571, 0.524840933707785, 0.4829536091301833, 0.40796242198347904]",3,Republican
471,"[0.5387401367040258, 0.4481381261140244, 0.53772698760424, 0.4578100106850595, 0.527767983930183, 0.4846700449227112, 0.6501300265681992, 0.5051410177110084]",5,Democrat
472,"[0.5195945698708332, 0.4477734187018169, 0.6758393248415496, 0.47272641151951494, 0.7156205887416078, 0.43607758195102686, 0.41075282863699925, 0.49395852537618296]",3,Democrat
473,"[0.45473902247610226, 0.5614364084191671, 0.4374737498568174, 0.5270063490970764, 0.464272607815515, 0.5300886036881768, 0.6776910257734405, 0.5007900249047517]",5,Republican
474,"[0.665993149500052, 0.44550779930579903, 0.544296699259412, 0.4612884924512245, 0.6861792682080122, 0.43899340200549214, 0.42402715727354295, 0.4947581249063951]",3,Democrat
475,"[0.46387987012987014, 0.5438107165162004, 0.4537811615208847, 0.6751745679717178, 0.46878451492812057, 0.6470713265270567, 0.42996227020952077, 0.4750240200000643]",3,Republican
476,"[0.4478446529515039, 0.7167018970986336, 0.46515262374204147, 0.5123917820595117, 0.45927171193105515, 0.7058228147360099, 0.4326555676855895, 0.42692890987376725]",3,Republican
477,"[0.45911035454481697, 0.5319184028923166, 0.44054419043434434, 0.5515592111953799, 0.4645108572486458, 0.5452389854188394, 0.4222358775120502, 0.7149083600153862]",4,Republican
478,"[0.5435092434926556, 0.44897172731827, 0.5278026745061485, 0.4581517576525896, 0.6343892617449665, 0.4397880453267933, 0.6436157195375468, 0.46106038974050695]",4,Democrat
479,"[0.4557910021892406, 0.5473594012545271, 0.4478558252664915, 0.6504800536959757, 0.40558470596526297, 0.5265773545844781, 0.6082730909902639, 0.5055656988044055]",5,Republican
480,"[0.4497193163515817, 0.5739834738952967, 0.4616149313670628, 0.5988291094172792, 0.44009062570299196, 0.6800730352803305, 0.4550967425279636, 0.4753776820019162]",3,Republican
481,"[0.6059744615947398, 0.4402455005286048, 0.5669513962280597, 0.4735867414782863, 0.7292266177185753, 0.4735004938162414, 0.40236236439217277, 0.49672204699627004]",3,Democrat
482,"[0.45223485893213494, 0.5590535015839867, 0.46078317189794954, 0.6579946097574391, 0.42979324657695167, 0.7148145849579467, 0.36945371047340525, 0.5084977611573095]",4,Republican
483,"[0.4550259231998859, 0.604021392048105, 0.44662909671787504, 0.594558273495278, 0.45580340599929686, 0.5305195833419392, 0.4730899460702383, 0.6013744910057034]",4,Republican
484,"[0.4558376292837921, 0.5745355921115397, 0.4388951012202648, 0.6011318626068403, 0.4619151181757124, 0.7014803729387545, 0.4650924758574975, 0.4747140512232615]",3,Republican
485,"[0.5302239773021784, 0.43631427406949685, 0.6942141072662521, 0.4534632825633089, 0.6800797163870623, 0.35780665417647833, 0.5225773284208722, 0.4984797947402181]",4,Democrat
486,"[0.5680604708833853, 0.45657633416618615, 0.5502471720299098, 0.4531479967293541, 0.7070165632881195, 0.4567014258629198, 0.4486170150055346, 0.5022723491163449]",4,Democrat
487,"[0.4645089299906536, 0.5189675414130309, 0.4435591779107638, 0.5151528114141308, 0.4885909868796349, 0.6863153940588346, 0.35897186503225437, 0.6922187771975631]",4,Republican
488,"[0.451931844537428, 0.5576750943292297, 0.4745627524422693, 0.600872041625622, 0.47588432866388136, 0.6798976976464403, 0.40344696131237856, 0.5047138349452297]",4,Republican
489,"[0.5490596438093666, 0.4712504368625414, 0.5789309671284278, 0.44868178096314687, 0.5710641133446509, 0.4332862937275119, 0.6307934626226871, 0.4801223241590214]",4,Democrat
490,"[0.7029990622697537, 0.45041352558003367, 0.7300386313867285, 0.4466685645432517, 0.4289080441779526, 0.457114826321294, 0.4751171947054072, 0.48697071646129036]",2,Democrat
491,"[0.45555992795144723, 0.6761669986957706, 0.4750020901262436, 0.5149981070502211, 0.4734335733400261, 0.6595589361194497, 0.45111243793601913, 0.46490972372018724]",3,Republican
492,"[0.4465761236972033, 0.5687843840682141, 0.4460708733454036, 0.5658510779835404, 0.4665384980673979, 0.5420136424074922, 0.4782426695496256, 0.6421379626402637]",4,Republican
493,"[0.4464708419186353, 0.5136063372985865, 0.4458533585772772, 0.7118144773714921, 0.46230139624458355, 0.7295376067525897, 0.36582112811184625, 0.4998431782540512]",3,Republican
494,"[0.46367860507448866, 0.6716328561069796, 0.4291011392008475, 0.5343611642588433, 0.47519802076384526, 0.544659721781493, 0.534521765861982, 0.49235255994815297]",4,Republican
495,"[0.44954923550725795, 0.7024249323424546, 0.4451480253523437, 0.717663762917414, 0.46738371147239793, 0.3723074722116826, 0.5093534859578188, 0.5004403440249081]",4,Republican
496,"[0.44820031002465677, 0.5876681780099552, 0.4579090346356029, 0.56085818424847, 0.436708246528901, 0.5343290757442549, 0.4786125546912188, 0.6471011090047943]",4,Republican
497,"[0.45250709494737246, 0.5939696396382975, 0.4499568755390558, 0.6021094485849563, 0.4527244421380384, 0.6144861132158447, 0.4975724569886649, 0.491637642003841]",3,Republican
498,"[0.5180934598136139, 0.4367605638295497, 0.5797639574476031, 0.4588106627549994, 0.6493110799745665, 0.4765741763597375, 0.6538860764426432, 0.40841080787146855]",4,Democrat
499,"[0.5494911973048228, 0.4465628137183947, 0.627098559519977, 0.45011313436052147, 0.6762646046361771, 0.44139568987503186, 0.47904217387993736, 0.49072466447051366]",3,Democrat
500,"[0.6440554928214228, 0.4554372829371702, 0.5221341944204558, 0.4410213300569972, 0.6963717960107794, 0.4824021342434452, 0.41070321200255844, 0.49887572881533193]",3,Democrat
501,"[0.5954443469504331, 0.4437905135579554, 0.5276419103752669, 0.4710047747695218, 0.593825624857602, 0.4766098748937992, 0.6427394995776129, 0.40549072927240387]",4,Democrat
502,"[0.44793236549088433, 0.7051443928632263, 0.4429994779250351, 0.5494236616036446, 0.4587164338719564, 0.5179921230147669, 0.4217481705337296, 0.5995598269664627]",4,Republican
503,"[0.4513569856773347, 0.5478853674842992, 0.45543621932608375, 0.5217820548142901, 0.4653764220111102, 0.6159556846150235, 0.41302772537064, 0.675759805158415]",4,Republican
504,"[0.519586821546436, 0.4423301201579594, 0.6006995140805097, 0.47305974992009453, 0.697845435141557, 0.41833674489455897, 0.48996320634317214, 0.49485432144462366]",3,Democrat
505,"[0.6801629849627635, 0.4563656995297978, 0.5626660846126396, 0.454741538887476, 0.6246495661294936, 0.47943818162253854, 0.3946475942020489, 0.5049160771436084]",4,Democrat
506,"[0.538936524187356, 0.45430218924171606, 0.6678314785459475, 0.46532930760964125, 0.6904812316626842, 0.44626754913209327, 0.42642213741224005, 0.4857150339977935]",3,Democrat
507,"[0.45435616569120535, 0.6895137057536999, 0.45519098611587466, 0.7313513301224263, 0.44778438500458045, 0.4142920977554738, 0.47536597956553217, 0.5011249248433833]",3,Republican
508,"[0.5151086208591369, 0.4499731536760288, 0.68625782564793, 0.44565920389884434, 0.7471535327086306, 0.4733769334046828, 0.380960668290985, 0.48579857412111777]",3,Democrat
509,"[0.4582130268785335, 0.6997642763987482, 0.442758698077215, 0.5410022363952621, 0.45330011692907013, 0.5938130646188019, 0.4545316494140872, 0.4990734765078371]",3,Republican
510,"[0.4574336917562724, 0.5267091675583689, 0.42629904895866993, 0.512888537180219, 0.484277497467306, 0.6909429922999897, 0.3657844990548204, 0.7046402553521555]",4,Republican
511,"[0.4436680483333713, 0.5195919253591555, 0.443171554115518, 0.7029521692331824, 0.4607508088932781, 0.723309880697461, 0.4882167919839272, 0.39049288364463486]",3,Republican
512,"[0.4437406685585986, 0.5577362759019037, 0.4438920545489468, 0.63905533274094, 0.4514851296753201, 0.683618041574436, 0.4635771129307972, 0.5024187566868613]",4,Republican
513,"[0.5289162476600584, 0.45261637560005286, 0.6816431567428317, 0.45589066709621584, 0.5154875642047757, 0.4660236603561003, 0.615413065353423, 0.4322733679602595]",4,Democrat
514,"[0.45188301751695775, 0.7137552149805343, 0.43906575296365097, 0.5112211210323627, 0.4540254666379203, 0.5901323393260195, 0.4751670008297576, 0.48697486483667696]",3,Republican
515,"[0.4519825040941249, 0.6972848161597187, 0.4629570859339187, 0.6669638344471275, 0.4434673366834171, 0.43361695884984963, 0.5102891411996812, 0.4983018992350303]",3,Republican
516,"[0.44848563952044723, 0.5306023765625634, 0.43049171797762553, 0.5789577881301929, 0.4659157441825634, 0.585162739954651, 0.4718154540558562, 0.6473606117673915]",4,Republican
517,"[0.5125031372621037, 0.45766923987593805, 0.6592421641737224, 0.47453818635501405, 0.5253532263054763, 0.4755894921373844, 0.6270394541679027, 0.4369260422171791]",4,Democrat
518,"[0.7008065948139021, 0.4503277388741277, 0.516582013743651, 0.4491879575313909, 0.6770316575461566, 0.46121728265996914, 0.3949335175165006, 0.5012483794277681]",4,Democrat
519,"[0.4414350480450892, 0.6721343028229255, 0.44507544918934905, 0.7097521700910511, 0.45547487562589556, 0.45925948046173803, 0.4612704065312223, 0.5069519414230036]",3,Republican
520,"[0.45991476831005806, 0.5629866859511603, 0.43992265491501037, 0.5571279446423383, 0.4845989995158948, 0.5207763657170391, 0.4739557350919245, 0.6575844491419275]",4,Republican
521,"[0.45407980560173933, 0.5548068538696573, 0.4277619845009541, 0.644323330904021, 0.4608002456782383, 0.537943694845469, 0.5800775318434357, 0.500523034007466]",5,Republican
522,"[0.5678049193394795, 0.46989273525109704, 0.646486242994193, 0.47286468006349247, 0.5534754550358634, 0.42453879003093264, 0.6503647755106332, 0.37459288157833076]",4,Democrat
523,"[0.53164861193354, 0.44762368031131694, 0.5375156907120148, 0.45841460745787227, 0.5915017395037129, 0.44538733619390003, 0.6532008590070889, 0.4996131714298047]",4,Democrat
524,"[0.5689587159921599, 0.46300853649157886, 0.6279094563328322, 0.4489242986865053, 0.6968565969303782, 0.426873919000876, 0.41575549871173484, 0.4996306240338459]",3,Democrat
525,"[0.51816451138796, 0.4441618719525759, 0.6687642743907354, 0.4647905291626269, 0.7375811200796918, 0.43327275470905857, 0.41605641359278983, 0.49248723098088204]",3,Democrat
526,"[0.6605673470372682, 0.4446562296067042, 0.7122899591271815, 0.45930501885221386, 0.5130750621734622, 0.47145482731616883, 0.42500739892739947, 0.4608665269042628]",3,Democrat
527,"[0.5130081591173997, 0.4575716121543755, 0.5191242072324613, 0.45870621811497814, 0.6762066055380686, 0.43611421121766697, 0.750542988431022, 0.3867471567034568]",4,Democrat
528,"[0.5324335812285675, 0.44637423731856757, 0.6896376839864236, 0.44858807737662143, 0.6838389296827264, 0.45447616430648646, 0.4403666769172195, 0.4701239696241968]",3,Democrat
529,"[0.6715248354378898, 0.44180151399402734, 0.6983174696842205, 0.46324461547890544, 0.5287559382899653, 0.4705460855035908, 0.4113072625698324, 0.4980938543464786]",3,Democrat
530,"[0.4478965463957352, 0.5256634860348643, 0.4558579812435415, 0.714628850845247, 0.45697265043554797, 0.5970961374925866, 0.4424890412953108, 0.4869462755963186]",3,Republican
531,"[0.5503778890197839, 0.45595906643653883, 0.5906834167074134, 0.4460795283797004, 0.5834168061368996, 0.4081108295882208, 0.6343263052121613, 0.494432204091775]",4,Democrat
532,"[0.4506398128499476, 0.5128753452730999, 0.4615148494485847, 0.6995642795980967, 0.479346997062785, 0.5795079334890203, 0.4575387082383111, 0.4944480709904668]",3,Republican
533,"[0.44900039175343104, 0.6027059814970875, 0.47108194138239945, 0.6020316897055722, 0.4119528821827228, 0.6985198142679848, 0.4113106409039781, 0.4985823669663316]",3,Republican
534,"[0.532165343553244, 0.4634862920906267, 0.5846145366693102, 0.4365815440647101, 0.5903312127112379, 0.4797083722277658, 0.6885234427711939, 0.3770145010300859]",4,Democrat
535,"[0.42739214539565434, 0.5346992987284769, 0.464197908794352, 0.6239034673714682, 0.47983362122935425, 0.6529701158303384, 0.48217595012497266, 0.48391744941588394]",3,Republican
536,"[0.44829574819427465, 0.5183465906162489, 0.4561852610560343, 0.6322292146526218, 0.4462101875485518, 0.7053998560602853, 0.4297684624051136, 0.4954844090067734]",3,Republican
537,"[0.4499762935903596, 0.6993159162418433, 0.4678718529494318, 0.6790474390204757, 0.463025832360229, 0.40016516063459795, 0.5020801626913185, 0.49411697796334025]",3,Republican
538,"[0.4574052812858783, 0.554266020218822, 0.45117690024808016, 0.5684681561330583, 0.44809785854325007, 0.5954894255324424, 0.4602250036526567, 0.6248689146978168]",4,Republican
539,"[0.44355306975006986, 0.5243584735722425, 0.44295062879175906, 0.6582681309427739, 0.4570735438609967, 0.694288636065994, 0.4653384840283445, 0.47479083665338645]",3,Republican
540,"[0.5228354613805508, 0.45215357691436053, 0.594529141539735, 0.4637358004604455, 0.6892815016589869, 0.4650708384984737, 0.4621039073108209, 0.502932387732518]",4,Democrat
541,"[0.5290025877301571, 0.44496395162753866, 0.5724232231685812, 0.44436023071068703, 0.6145027811694478, 0.47561480689144636, 0.6418061418533454, 0.44034988556444066]",4,Democrat
542,"[0.5986410241232237, 0.4471958177976233, 0.5304340035240594, 0.44029753608879096, 0.636576689952743, 0.4815078073051613, 0.6458479758473213, 0.3766846278476041]",4,Democrat
543,"[0.5415367542977482, 0.4440386993976856, 0.5847623713865752, 0.4490593421977902, 0.7102873981136786, 0.46141149649464974, 0.4724782714950841, 0.4752910890308853]",3,Democrat
