,percents,count_won
9162,"[0.5056517754329894, 0.7051270175132685, 0.49410390972632245, 0.4473678399157053, 0.7015120600451796, 0.460688034798622, 0.4277049896276886, 0.42904938201666837]",3
9163,"[0.5190789271559803, 0.4941398615297976, 0.42429281934854984, 0.4486384495771229, 0.6573240700456819, 0.4593894794221859, 0.4700814343835501, 0.6835512867183781]",3
9164,"[0.714816485834185, 0.4941398615297976, 0.37819543657673904, 0.4597544207463307, 0.7525384590483521, 0.44837535400115286, 0.4679753003226768, 0.4624253901287245]",2
9165,"[0.7050680943398284, 0.4244178461014834, 0.46776980199633594, 0.4638024722743017, 0.6929866108668298, 0.47481251094856736, 0.46961800962912015, 0.4633439257845034]",2
9166,"[0.6455069522976159, 0.4271219235258848, 0.46776980199633594, 0.46806052059425546, 0.6929866108668298, 0.47481251094856736, 0.5429030719067458, 0.46072968973324396]",3
9167,"[0.47281652744430547, 0.7001055851266478, 0.4684570601051377, 0.450571928063946, 0.6929866108668298, 0.49279631866703094, 0.4242185672639728, 0.46072968973324396]",2
9168,"[0.7024803583470857, 0.47197181604867894, 0.4716445599950354, 0.46869061117587874, 0.38622609015660536, 0.47319039206006913, 0.7315667361200489, 0.4614812511420502]",2
9169,"[0.7024803583470857, 0.46658099338173875, 0.38710080845753864, 0.4559919100893474, 0.4824826198316868, 0.49210484947204003, 0.7333623661767374, 0.4614812511420502]",2
9170,"[0.4558093854870133, 0.7128590742845446, 0.46087799297732723, 0.41473699540585984, 0.4824826198316868, 0.5265981996699506, 0.7347818175201077, 0.3864810234017723]",3
9171,"[0.508385235514573, 0.4248869378862484, 0.7138792710094747, 0.44606717336412427, 0.4208082343662487, 0.47762876867222254, 0.5082133591429071, 0.6515898204523399]",4
9172,"[0.5046508768373373, 0.4410820549909279, 0.7138792710094747, 0.4784468927157985, 0.4165786237038417, 0.48073423323164743, 0.4614940662987411, 0.6443902638075613]",3
9173,"[0.4820014011763364, 0.4809568285595683, 0.5135706684985385, 0.500267741262105, 0.4044824078409843, 0.47635025051538743, 0.5662082107255357, 0.7092075710358957]",4
9174,"[0.4820014011763364, 0.47008758936046885, 0.5050206299822408, 0.6856228164093316, 0.42273403409709326, 0.4735763627049506, 0.4108716680235213, 0.7092075710358957]",3
9175,"[0.4774488670955852, 0.7168612415456856, 0.49742805271651425, 0.747021886682879, 0.4569542940948656, 0.4735763627049506, 0.371011167755785, 0.4370829799961872]",2
9176,"[0.744144524161906, 0.5029200259253036, 0.4366401438612435, 0.47559219784228907, 0.46124588467543987, 0.7155925694189734, 0.37443450018651325, 0.46794955867116084]",3
9177,"[0.478166332698192, 0.4767436697620135, 0.45286862488140606, 0.6196580016022543, 0.4938781586096535, 0.7089061774580079, 0.46778944784415494, 0.44380152576820237]",2
9178,"[0.4729298535203213, 0.7047422085417469, 0.44420913432425446, 0.6194947213472297, 0.466446498439055, 0.5086421003008836, 0.4696767523771743, 0.4498666582005207]",3
9179,"[0.4648517023951325, 0.4569090142214581, 0.44986421121984926, 0.7635784045744005, 0.4853982567682547, 0.4742674487407064, 0.3799073086929863, 0.7080323992338886]",2
9180,"[0.47074752048574037, 0.44304468946484593, 0.4592531780340444, 0.7050739558852067, 0.5153173945634592, 0.450403254493361, 0.5905772530890729, 0.49709298602840424]",3
9181,"[0.7032731571558751, 0.3859870226405182, 0.4369848065138924, 0.5181511842659495, 0.742794175000184, 0.4546776476643933, 0.45894074229344917, 0.482018814813398]",3
9182,"[0.7032731571558751, 0.4593076700697397, 0.4280741892275052, 0.5181511842659495, 0.742794175000184, 0.4875709047604124, 0.46167727865475916, 0.3802183261660602]",3
9183,"[0.3868561142603516, 0.4361382168159337, 0.45648631615382856, 0.5181511842659495, 0.6680904952596092, 0.5383281449136076, 0.44890561521745975, 0.7134170902464755]",4
9184,"[0.44489040950843106, 0.509976046871164, 0.45483383391825005, 0.715064922396601, 0.511796293777965, 0.6632683749362187, 0.4504708981458881, 0.4008829106081825]",4
9185,"[0.5398237518555088, 0.7167685673317307, 0.4623970928736815, 0.5073086672076783, 0.659254143176475, 0.38491976889766943, 0.4504708981458881, 0.4295082951029553]",4
9186,"[0.39162556675241983, 0.45083964833787304, 0.4387635535457891, 0.6601658361189153, 0.45226034657004116, 0.5336702682677307, 0.5224675897175182, 0.7109796425079375]",4
9187,"[0.6968228634716805, 0.3713950177508395, 0.5096940240214176, 0.5454874299149937, 0.41415504620791666, 0.6742548588979342, 0.475479237967121, 0.45716663118989104]",4
9188,"[0.4944488847613716, 0.37020477242174, 0.683760343835591, 0.6794525076867127, 0.48640219811074786, 0.5402710644187045, 0.4446495516490197, 0.45097004091329024]",3
9189,"[0.4924185050767329, 0.69674579916464, 0.4494113377183208, 0.4591330402753303, 0.6842872603055071, 0.44188792310658875, 0.4821187034938402, 0.45097004091329024]",2
9190,"[0.5059187598605995, 0.5616590168173549, 0.4346073571614923, 0.44650241551314923, 0.48201603900862217, 0.5831928018487698, 0.44345657491673796, 0.6969355360118036]",4
9191,"[0.4959810608941189, 0.5072388997128794, 0.4463587618969426, 0.4438465875966473, 0.3737218785230721, 0.7153505639404409, 0.7103554051771578, 0.4852610693823011]",3
9192,"[0.45036407805428075, 0.6104398654094007, 0.49165765742010337, 0.6022376420868132, 0.4488783467923329, 0.7153505639404409, 0.49378371141119315, 0.38517781232610304]",3
9193,"[0.43938540718574637, 0.49957355596394054, 0.5009930407449559, 0.45550728454964634, 0.6916722326710952, 0.7153505639404409, 0.37161444577274877, 0.513875120610122]",4
9194,"[0.4957835293809179, 0.44657580022234644, 0.4577174523810325, 0.45550728454964634, 0.7121000195979994, 0.7204633628577702, 0.3712227616939712, 0.5225936525333712]",3
9195,"[0.4969088703681966, 0.44625362263086354, 0.3708643199921517, 0.45584685306456074, 0.7064646591532834, 0.728922915558707, 0.5103134632552342, 0.47388882196080473]",3
9196,"[0.45509642398586375, 0.4512632118770622, 0.4597908885229661, 0.4673985655017228, 0.7093981328999444, 0.5088700928195443, 0.5949628364636315, 0.49214649539577593]",3
9197,"[0.45348715790539534, 0.5020005072601611, 0.48568600057965916, 0.6570943327084889, 0.697103856407107, 0.41791836459771664, 0.514198014846943, 0.4405595554577031]",4
9198,"[0.45348715790539534, 0.49674891710136443, 0.38988047142737736, 0.741775175851238, 0.4704963256150178, 0.6970689230906895, 0.43279027686799965, 0.5087046307066958]",3
9199,"[0.45196375771289493, 0.5489426278861159, 0.38988047142737736, 0.4712261348076575, 0.7409856056181797, 0.6620084659173843, 0.43984634918594, 0.49644709611505516]",3
9200,"[0.5377630087423718, 0.45220461455232264, 0.7390875297714001, 0.4734941480586623, 0.3977334067981015, 0.6635990991251788, 0.4431350715047007, 0.4942753729041892]",3
9201,"[0.709375406584478, 0.4581265784230364, 0.7402672735804093, 0.3923586484140307, 0.4751539930421077, 0.44174017705842294, 0.4965969962167085, 0.46291016958943115]",2
9202,"[0.4634122047142894, 0.5141253295067355, 0.46324031143382033, 0.6382439700329973, 0.4649362462114548, 0.45917671139413235, 0.4736828829965003, 0.6845145617355441]",3
9203,"[0.6816829784513985, 0.46091044037605144, 0.45766691263140746, 0.4318752599024895, 0.5077184690436857, 0.4178400725233582, 0.5122172088973324, 0.7159201744676654]",4
9204,"[0.5136169386169386, 0.46091044037605144, 0.41410903727236625, 0.7075053681587395, 0.5077184690436857, 0.4610710301464971, 0.4312874527444595, 0.6842746919677377]",4
9205,"[0.41573193645732504, 0.46091044037605144, 0.4564075331424128, 0.5209946414964481, 0.43011861614497526, 0.7180671088026922, 0.4920668507099995, 0.6882913950105071]",3
9206,"[0.7119223326686924, 0.4571424121119609, 0.44551978984678425, 0.5314325861054833, 0.4691346837957929, 0.43196927672285046, 0.6852989522971424, 0.4478267676783814]",3
9207,"[0.7359115364294591, 0.41013897219995404, 0.4496937582794358, 0.5314325861054833, 0.4696066865623757, 0.46012452292037553, 0.6856600954716238, 0.4478267676783814]",3
9208,"[0.7359115364294591, 0.497566608407517, 0.46851503622396173, 0.4190250541601893, 0.6807740699914264, 0.4557886884838284, 0.45069958012507455, 0.47426608224914607]",2
9209,"[0.6268379992546218, 0.46592462281981023, 0.5413922795500393, 0.47237537864696816, 0.4116099129539146, 0.46039336527734714, 0.4452738751415834, 0.7076553284101664]",3
9210,"[0.47397233523189586, 0.623911872341216, 0.549327643410671, 0.6911688423964727, 0.4283598400516043, 0.436144199641701, 0.4603071321193783, 0.4877633546058654]",3
9211,"[0.5850325471598098, 0.5044047834073427, 0.549327643410671, 0.4515590513025827, 0.4453733073363719, 0.47632713029649576, 0.6680758034069458, 0.4784410608372009]",4
9212,"[0.6476742875656792, 0.49498422786101964, 0.5038719315798852, 0.4060287545298019, 0.4580215833106169, 0.4868510156149351, 0.7069519959357063, 0.44596174739773337]",3
9213,"[0.6476742875656792, 0.4522556355023097, 0.4922551527177217, 0.5079050699094881, 0.41008270554576914, 0.7036930663559758, 0.477231439605671, 0.4598578381317384]",3
9214,"[0.5006501459826468, 0.4522556355023097, 0.42623063446807047, 0.7296600367164591, 0.4498660054761574, 0.708120664485812, 0.48568279409400905, 0.40777511809419525]",3
9215,"[0.5013525269825735, 0.7237132366150021, 0.4713052105161924, 0.43876428632809145, 0.45632635350496287, 0.708120664485812, 0.4658671235484485, 0.39709604076832616]",3
9216,"[0.525898295481373, 0.41794572752527615, 0.4288258617381851, 0.7025447033415161, 0.48389350306605605, 0.7356776610058547, 0.3979736492310412, 0.48081302515509255]",3
9217,"[0.5165699262496586, 0.398882913091392, 0.41618884938140355, 0.48929540133697585, 0.48389350306605605, 0.42061122233155757, 0.7356930043215977, 0.7087205353523122]",3
9218,"[0.4812161690803157, 0.3940861780024813, 0.45900528830023485, 0.47409638554216865, 0.47650975117686617, 0.4736228057894491, 0.7004323656578134, 0.7064875078731891]",2
9219,"[0.736042009152305, 0.510090683934883, 0.48027509219575404, 0.43926177820330814, 0.39678252132604297, 0.44938736680676683, 0.45785212525300634, 0.7057653804398231]",3
9220,"[0.7166149787901472, 0.5087803689165962, 0.4465062640876448, 0.4545605225954273, 0.46326115769887594, 0.7017726021416059, 0.40533402991672574, 0.4636545274433755]",3
9221,"[0.452706491130803, 0.479672807120468, 0.6881813022843478, 0.4812649923181837, 0.7291329808154525, 0.49425716716210827, 0.4095393134124741, 0.45063434641938194]",2
9222,"[0.702018225526919, 0.45971562438992647, 0.3941228817450842, 0.47861648016276703, 0.6638305556057131, 0.4687644220683868, 0.5033956081705996, 0.4782218610871295]",3
9223,"[0.702018225526919, 0.4776180033450017, 0.45575480883936575, 0.48203940131337714, 0.6698000736988895, 0.4634982804121849, 0.4389203653220437, 0.4632426056706033]",2
9224,"[0.4679594740300755, 0.4776180033450017, 0.4455661038801368, 0.4564674937135434, 0.6511200516564843, 0.46162914856582854, 0.6319501901797034, 0.5788091171101367]",3
9225,"[0.5661767167777145, 0.6509809142850527, 0.4268769567015181, 0.4564674937135434, 0.6405785486279506, 0.44646797493306656, 0.4768199530334701, 0.5018016242086588]",4
9226,"[0.5895097724107321, 0.4771451822916667, 0.4470840471748445, 0.4558237846256536, 0.7112803382633571, 0.426981705967908, 0.6354867692664407, 0.439779684006012]",3
9227,"[0.6854669553122756, 0.4727429961729837, 0.4562209923603247, 0.5124232787455065, 0.7010054569673012, 0.426981705967908, 0.45441545829007735, 0.4615114491258929]",3
9228,"[0.5501718775577018, 0.4734121780753905, 0.5578311150594095, 0.42345310288027244, 0.58981010270902, 0.42394147537882493, 0.4643512274938162, 0.6745516133974115]",4
9229,"[0.5501718775577018, 0.43062316608393575, 0.46390301060230943, 0.6048084050404461, 0.6968270316689356, 0.46693570358261816, 0.46190912970642, 0.4803868578355023]",3
9230,"[0.4595768593546637, 0.5463263686502564, 0.44301476360028386, 0.6200987836927668, 0.6961670914538638, 0.4141898570502847, 0.48294301020341335, 0.48715302620169404]",3
9231,"[0.7084985804997508, 0.43756143398512604, 0.4192341299101212, 0.6166940946584126, 0.48740946839253657, 0.45995880746326895, 0.48294301020341335, 0.5268893515013878]",3
9232,"[0.49553411190972707, 0.6404215855740878, 0.4192341299101212, 0.6252725230681142, 0.5786781985591555, 0.48783214601424785, 0.48115288514093857, 0.4360966216089891]",3
9233,"[0.4980356889288588, 0.6632996391188035, 0.4194938802514059, 0.6980280119852275, 0.4848471948891414, 0.49102118888001633, 0.47805120846019095, 0.42762502919088996]",2
9234,"[0.4997698172497468, 0.6632996391188035, 0.6533074010469471, 0.5429091056759642, 0.4848471948891414, 0.45284043666014, 0.4501181790813418, 0.4261277223390159]",3
9235,"[0.6498612576699105, 0.4305086511764742, 0.5518357817132046, 0.458303547721656, 0.42430599022211696, 0.4846563661966347, 0.4770376778162245, 0.7068695863588035]",3
9236,"[0.46560224843401954, 0.4770510201145291, 0.7052712685421169, 0.5236597415630819, 0.42171684326026126, 0.4846563661966347, 0.6366066630383811, 0.43056025077599186]",3
9237,"[0.47661101238538617, 0.46032728562070685, 0.45654757921371053, 0.7034311681253548, 0.4316791276556712, 0.4767667622032283, 0.7225440888545995, 0.4363719086747952]",2
9238,"[0.46673009377219676, 0.6633450092933955, 0.43137111182372073, 0.5000760971185593, 0.4850342533985195, 0.4767667622032283, 0.4666124092850893, 0.6826992312224073]",3
9239,"[0.4715694816105545, 0.6633450092933955, 0.43149493564846547, 0.4682848540401948, 0.48792236179428594, 0.4670220549806627, 0.5004466550671227, 0.6826992312224073]",3
9240,"[0.4662711646998461, 0.6297473900307938, 0.5643550322696477, 0.5218361868732527, 0.4595409191135646, 0.4670220549806627, 0.3637875983470427, 0.7184816262486166]",4
9241,"[0.38113209688769834, 0.5699184040655924, 0.4594556289054626, 0.6006056101522284, 0.498625254417202, 0.4359245366212663, 0.5260348885504638, 0.7184816262486166]",4
9242,"[0.43730183662431626, 0.6098814128879898, 0.46034619730524423, 0.5135771805154739, 0.498625254417202, 0.5794271714976886, 0.6985079269483152, 0.3767473892247104]",4
9243,"[0.4456462251467076, 0.5800427707136373, 0.5075571694965159, 0.6149873030389307, 0.49284671241488737, 0.37788504833022435, 0.6985079269483152, 0.45715128447304754]",4
9244,"[0.44934172325869076, 0.48970790691502597, 0.4088027473357584, 0.6388256325189635, 0.7109662894398291, 0.46533101281252537, 0.5264336980001394, 0.45715128447304754]",3
9245,"[0.48860134763652174, 0.447535882897591, 0.6614338679253287, 0.6388256325189635, 0.5268473180503005, 0.5390051644468605, 0.3975520704154674, 0.4644988445618223]",4
9246,"[0.5254391131127664, 0.4507035827646664, 0.567903562904243, 0.6971620448411103, 0.661856392495398, 0.4559444409436284, 0.35938745902365554, 0.4644988445618223]",4
9247,"[0.5254391131127664, 0.46877864928185803, 0.7116653509681834, 0.6971620448411103, 0.4992079814175136, 0.43877781848884073, 0.36004228504414326, 0.4644323522927337]",3
9248,"[0.5254391131127664, 0.5085564917731061, 0.7095804807071074, 0.6711986516408341, 0.4852877975165264, 0.4190791287565481, 0.3758614115654841, 0.46298018648409983]",4
9249,"[0.511415016447584, 0.45554886741644224, 0.7045369559178615, 0.7378203384297296, 0.4852877975165264, 0.5078068859548907, 0.3467063873155244, 0.43116175264435724]",4
9250,"[0.6564227467140122, 0.4453938088986902, 0.5755607641435532, 0.45769566517919824, 0.6443948498815517, 0.4514439106017773, 0.4477293649785041, 0.4856693735077424]",3
9251,"[0.7281750548974391, 0.48009775731285964, 0.6818800281507444, 0.450131208760708, 0.44466367247332483, 0.4514439106017773, 0.4081392680968223, 0.537883697543378]",3
9252,"[0.7067995361024011, 0.48052870714580753, 0.7047374112283368, 0.4515403463545987, 0.4486477910034064, 0.448013153240993, 0.418065170166546, 0.5011919623884403]",3
9253,"[0.4711975672153304, 0.4810251795586051, 0.7047374112283368, 0.6246107180934666, 0.44995107477668, 0.4443575082756545, 0.45454603847512604, 0.5013274750555066]",3
9254,"[0.38684127303567833, 0.47482470206699695, 0.7047374112283368, 0.5503215839586355, 0.6366288504661867, 0.44889019635733546, 0.45454603847512604, 0.5020382034621266]",4
9255,"[0.5336982493023835, 0.4751663701236616, 0.6995512170797674, 0.3991480563406385, 0.6283987414585951, 0.459911342550632, 0.44074123191476283, 0.5152844253413983]",4
9256,"[0.533934911755027, 0.4489792571943921, 0.49922293997981915, 0.6981037185029538, 0.3496811929049299, 0.492423252984031, 0.44074123191476283, 0.7071387735084768]",3
9257,"[0.34417209170676477, 0.5719160583396332, 0.4478841283920147, 0.7075678968406067, 0.5358419653497113, 0.49826362774271604, 0.43540809311549783, 0.6479121006720177]",4
9258,"[0.4399099134081466, 0.571210814436818, 0.4980739040382053, 0.7075678968406067, 0.5358419653497113, 0.4500446890733608, 0.34256670482564283, 0.6479121006720177]",4
9259,"[0.7148159441471185, 0.7012306333634112, 0.5086607506721046, 0.44162608291122973, 0.35262569646014746, 0.4485500812544273, 0.5158778440199537, 0.4951588562881449]",4
9260,"[0.6963392727096179, 0.5142170203529628, 0.5046118096078825, 0.45223296281467074, 0.7031034368548307, 0.36395599219433417, 0.44237937229478747, 0.49781565758087426]",4
9261,"[0.43948953596342943, 0.7036100984073902, 0.6026477736630808, 0.4400331141642654, 0.5085791066129204, 0.44256384708165086, 0.5060886098051516, 0.503891756537203]",5
9262,"[0.34469841287498504, 0.7092297299505881, 0.738005331775189, 0.44523404471415695, 0.5085791066129204, 0.48800975296072024, 0.4982313646836513, 0.45620099378566253]",3
9263,"[0.46233985369922376, 0.7001549021325043, 0.7432779073119292, 0.4395064940834505, 0.5037501854132943, 0.3468201800293071, 0.5002321524511982, 0.49452225857575427]",4
9264,"[0.46233985369922376, 0.35356553231483295, 0.7432779073119292, 0.49795912958201916, 0.5035132325897498, 0.503238479166533, 0.6910205696202532, 0.44469692830351204]",4
9265,"[0.496597627394921, 0.6948869611667232, 0.7432779073119292, 0.442363422753084, 0.4625715966042753, 0.5028538941846455, 0.34969794569928264, 0.5028631852936392]",4
9266,"[0.5024217460722096, 0.7328968285084937, 0.6830370644649777, 0.502523481039791, 0.45790385640661097, 0.5264633037589742, 0.34969794569928264, 0.43853534673337125]",5
9267,"[0.6889847898288591, 0.3784216685701394, 0.6857182268339578, 0.44925003035667493, 0.5139960121303047, 0.49783652343300133, 0.49766968146819957, 0.4685019888472299]",3
9268,"[0.6560595664313811, 0.4346236628224485, 0.44467259074870247, 0.4406352504638219, 0.49553829955251383, 0.7038902562341404, 0.5055754126808456, 0.4693933166404304]",3
9269,"[0.42996872281753745, 0.4153919821233806, 0.4964431563693848, 0.5383021989082772, 0.44302009605662285, 0.7087809088210394, 0.6439816446429025, 0.47515354906087515]",3
9270,"[0.6859204647316745, 0.46351987965321123, 0.47465759429222665, 0.48472150519130386, 0.44302009605662285, 0.6763525852815301, 0.48021486699475696, 0.4528430948032959]",2
9271,"[0.5012262563116133, 0.4456652718557165, 0.45678721282540613, 0.6532894622308107, 0.4727838049734975, 0.6986207344596064, 0.4788631814906733, 0.44858303650238196]",3
9272,"[0.7072622004322162, 0.6517305854199661, 0.443165203521675, 0.4473939829414661, 0.4719535977132782, 0.478245364911796, 0.4816145443307302, 0.4628576813141942]",2
9273,"[0.4346418386735037, 0.45387544119733936, 0.4757212667832157, 0.7015568742146998, 0.43799224634543754, 0.45937055887638995, 0.7335902938020841, 0.4628576813141942]",2
9274,"[0.45904792999033334, 0.7016717699644529, 0.4757212667832157, 0.7015568742146998, 0.4773030948683688, 0.45521888676240313, 0.45798217611496117, 0.41762465629481804]",2
9275,"[0.45932882992172236, 0.5077723631949911, 0.4320685982581774, 0.4566481725213756, 0.7014992035817297, 0.5019499613950356, 0.6726888932452112, 0.41467112728411004]",4
9276,"[0.4328268156424581, 0.7189620565941832, 0.46423110581130334, 0.7002318322725412, 0.5036098659847486, 0.41135974109288675, 0.5136504633005025, 0.42582066282379527]",4
9277,"[0.45312390166595307, 0.40984889865139196, 0.45339604771001557, 0.7016629853708506, 0.5009499059937592, 0.40425188527884404, 0.7166338327362466, 0.5213816294305621]",4
9278,"[0.5029909584796125, 0.5417544975153948, 0.37879975745251643, 0.4520448023341747, 0.7012488172054507, 0.5963754448892908, 0.5035535702830364, 0.4604589794336734]",5
9279,"[0.5011958997722096, 0.5417544975153948, 0.7020080128717407, 0.4603763922673153, 0.500100089757912, 0.5709414830947196, 0.39855506982862005, 0.4526094480293694]",5
9280,"[0.39948593203662575, 0.5417544975153948, 0.5079233087009948, 0.4603763922673153, 0.693409188379247, 0.5733455468292463, 0.45154654980771936, 0.5021093464291312]",5
9281,"[0.4485979804740544, 0.5417544975153948, 0.7010621831366771, 0.40156906374081675, 0.4995592713285966, 0.5735846789335336, 0.502857533408406, 0.4604398378165947]",4
9282,"[0.39207146349051153, 0.4767948118111874, 0.7017765140988093, 0.5064168301157916, 0.4995592713285966, 0.6204812407344052, 0.4351505763417663, 0.5098488989244614]",4
9283,"[0.43471443294406265, 0.4767948118111874, 0.3984549328821567, 0.5044542202657343, 0.6446616057822702, 0.47801099862929997, 0.5087606451930492, 0.6986882293367395]",4
9284,"[0.47106552162849874, 0.43445896877269424, 0.47860866025944016, 0.7100300196779707, 0.45455630917261003, 0.4041314029767418, 0.7019687947498807, 0.5035760868482976]",3
9285,"[0.40047542673845804, 0.5030674038967878, 0.7005020245493189, 0.472512546242331, 0.5258776382265452, 0.478179958703096, 0.6290797293655409, 0.43034927028265657]",4
9286,"[0.48278508378045637, 0.37658541561078546, 0.7005832776061736, 0.5317530605445334, 0.4819157726328541, 0.478179958703096, 0.6142344387745731, 0.47416502181591524]",3
9287,"[0.45384194958847734, 0.44111785458602876, 0.5032777934047025, 0.5442010386199486, 0.4840545624059955, 0.40611785464391104, 0.6142344387745731, 0.7010128356723613]",4
9288,"[0.47639444397167147, 0.4576101008221674, 0.4822034618063223, 0.5442010386199486, 0.4694181462888717, 0.47706207598697586, 0.5221470094216094, 0.6978546521517265]",3
9289,"[0.4832392909509845, 0.43091454978764027, 0.47259021568621085, 0.5210882539259161, 0.49582193152239207, 0.7297813036020583, 0.34589674182154295, 0.7010316436596511]",3
9290,"[0.4320742985933007, 0.6957655876694082, 0.45326666688047823, 0.7256223432184189, 0.41737899356624875, 0.434198802039503, 0.49251147598046985, 0.5077264453036765]",3
9291,"[0.38504583159789013, 0.46097055137446, 0.699622991149877, 0.5365313269304116, 0.4572306960081554, 0.676845873947916, 0.4232873191864307, 0.5015026644159799]",4
9292,"[0.38517389347717235, 0.4612923680881505, 0.49878705441211024, 0.7192311071284241, 0.7015565332558753, 0.41624330530217074, 0.5180441762712755, 0.4577897148070924]",3
9293,"[0.38487111859748663, 0.4612923680881505, 0.505967183822598, 0.7192311071284241, 0.6997346122595418, 0.4150107608403238, 0.5165185868492175, 0.45175504754691304]",4
9294,"[0.44780040043528435, 0.6770985578926895, 0.7331634766145017, 0.5041320015242927, 0.5099557816786979, 0.45888933536928395, 0.388448702023814, 0.45773553927759536]",4
9295,"[0.5031445300300152, 0.6981210038127282, 0.4751360644149739, 0.39423586508596736, 0.44505703113591744, 0.7289549715634803, 0.4585861129913265, 0.4597423719149102]",3
9296,"[0.4661275661304984, 0.5048437058131047, 0.44793937877542267, 0.7246489830489502, 0.7040647097166337, 0.4567001230372068, 0.4585861129913265, 0.41897740559153707]",3
9297,"[0.4596937540605613, 0.4756464967944738, 0.4466541261037635, 0.6919944702777429, 0.6815624780254553, 0.4838597426924928, 0.49516112745241747, 0.43150337329292454]",2
9298,"[0.7064246333260039, 0.4526047923120693, 0.5008066684592632, 0.6919944702777429, 0.4745864751685532, 0.46044356914262696, 0.4455581589036124, 0.43071014757201836]",3
9299,"[0.6865669665087992, 0.45257065591689993, 0.508576459918042, 0.4644945887692173, 0.4648083086888227, 0.4463178534207133, 0.44810933824444704, 0.6805217086834734]",3
9300,"[0.5474538058277831, 0.5113825052319241, 0.4446852785856053, 0.4484032337028157, 0.6420951128643436, 0.4463178534207133, 0.4526462616807582, 0.6886473464485875]",4
9301,"[0.7114044412945901, 0.44912331546152734, 0.4563847429519071, 0.4201318281603472, 0.45725206529378226, 0.7283923917056018, 0.49726503247158327, 0.4533923341725325]",2
9302,"[0.461712307497671, 0.4288276472613407, 0.45905082817320525, 0.4451309514798274, 0.5075733553695714, 0.6786510774270442, 0.516360669903977, 0.6769407870664857]",4
9303,"[0.4699561954428245, 0.49775451771580137, 0.7026356656026227, 0.42905669583930234, 0.4483180091037595, 0.6881262460667433, 0.4594267117921521, 0.4658208830648527]",2
9304,"[0.5545389762543179, 0.46835726320298987, 0.5284858994481292, 0.42905669583930234, 0.4603553106593198, 0.5819936369548786, 0.475337434519111, 0.657779871960183]",4
9305,"[0.49841282498750195, 0.47806941137758163, 0.5262545303140702, 0.6338783652452643, 0.45892512322780626, 0.43694784928645136, 0.4669792623386668, 0.6609876873281019]",3
9306,"[0.6625648213795783, 0.47806941137758163, 0.41905389832323214, 0.4454363185029597, 0.42291530908028674, 0.7346850321395776, 0.4769944961678926, 0.5460182025028442]",3
9307,"[0.678037246030911, 0.4566913231173159, 0.4581713779640365, 0.5088221145309024, 0.4497716748341351, 0.6761704575311921, 0.4723827563553175, 0.4653585840932922]",3
9308,"[0.5017204887486528, 0.48164995177125036, 0.4868868309083375, 0.5141512310278843, 0.4497716748341351, 0.5620193031463794, 0.4474164674204682, 0.6962127649043498]",4
9309,"[0.443310719305379, 0.48164995177125036, 0.43811604591253833, 0.4873621182979128, 0.5108631098246564, 0.624572439978717, 0.45292041443698056, 0.7068319848917313]",3
9310,"[0.443310719305379, 0.46176342803042586, 0.6992362039335498, 0.6886543907849769, 0.43078217425253046, 0.4622939330917255, 0.5319629545967924, 0.44342380093248235]",3
9311,"[0.468389653315972, 0.42662030653410626, 0.7108119356234223, 0.6871117407472994, 0.5063615297440842, 0.46969259917265976, 0.4769971964741242, 0.41593507034811406]",3
9312,"[0.45470512020730364, 0.46935977355650454, 0.5440787170199051, 0.39796836969447746, 0.6863869613140693, 0.7300404752673288, 0.4769971964741242, 0.43082433135000864]",3
9313,"[0.45470512020730364, 0.4845300226767191, 0.7061659303434592, 0.5132461028996043, 0.6025717645071813, 0.46937532036712865, 0.4769971964741242, 0.43139881917861544]",3
9314,"[0.42302506358124853, 0.7025365249824909, 0.4392116915391505, 0.4634836276358649, 0.510189833649617, 0.6105197367136077, 0.4769971964741242, 0.5119205746814856]",4
9315,"[0.44227117909438773, 0.7025365249824909, 0.4368407131476362, 0.700218842364082, 0.4495432922864996, 0.43888725488796304, 0.47601386290764436, 0.5218650802826159]",3
9316,"[0.45145475999556695, 0.42301852999931117, 0.7177886543574813, 0.7098594200731968, 0.4375556841756141, 0.44406626753055034, 0.47601386290764436, 0.520680656347192]",3
9317,"[0.5089147693033249, 0.47866763553317937, 0.42796675476501717, 0.7098594200731968, 0.6987761890128166, 0.4467259252682017, 0.4528900432236609, 0.4469138742124603]",3
9318,"[0.510938264357695, 0.47651887806626053, 0.4563517749939712, 0.7098594200731968, 0.4340692036222022, 0.6706038570097747, 0.4447009329636484, 0.4551391337012743]",3
9319,"[0.5069285034902987, 0.4744408530121422, 0.4420647517291215, 0.7081977483669044, 0.6917846004074348, 0.4395939172207194, 0.445819192604803, 0.4532216859727096]",3
9320,"[0.6398984889007288, 0.4744408530121422, 0.44421947122153077, 0.7081977483669044, 0.47556229138901013, 0.5055001764584457, 0.45031229697480396, 0.44929808217417844]",3
9321,"[0.43975040212295885, 0.47487725521135576, 0.6473731646216406, 0.570873365511725, 0.45014138960182337, 0.6628518803123002, 0.4530668140974314, 0.47196931303846357]",3
9322,"[0.46135617521720085, 0.4555353367414399, 0.4382586485939713, 0.4919706977931694, 0.4427079751148904, 0.48569552863458715, 0.7133499989271077, 0.6653349901027293]",2
9323,"[0.49800509622477035, 0.4666914822611285, 0.48615271768940416, 0.41928074868905013, 0.4596005033566601, 0.49338563550420167, 0.7133499989271077, 0.6070084360804673]",2
